UBIGEO,distid,DEPARTAMENTO,PROVINCIA,Distrito,Pob_hab,Pob_rnk,IDH,IDH_rnk,EVN,EVN_rnk,pc_EDC,pc_EDC_rnk,yrs_ED,yrs_ED_rnk,IFPC,IFPC_rnk
150726,26,LIMA,HUAROCHIRI,Sangallaya                              ,536,1769,0.3726,1010,75.57,705,41.03,1504,6.9,747,429,1097
150727,27,LIMA,HUAROCHIRI,Santa Cruz De Cocachacra  ,2539,1176,0.6318,147,72.23,1195,77.61,129,9.61,180,1243.3,109
150728,28,LIMA,HUAROCHIRI,Santa Eulalia                           ,13713,378,0.6356,129,71.66,1290,68.48,454,10.03,132,1326.6,80
150729,29,LIMA,HUAROCHIRI,Santiago De Anchucaya ,391,1828,0.4261,749,73.84,969,57.01,942,7.54,574,522.7,892
150730,30,LIMA,HUAROCHIRI,Santiago De Tuna    ,629,1728,0.2863,1507,71.46,1319,47.26,1314,6.5,871,223.9,1630
150731,31,LIMA,HUAROCHIRI,Santo Domingo De Los Olleros,4821,846,0.4082,829,68.28,1616,53.82,1063,7.47,594,536.5,866
150732,32,LIMA,HUAROCHIRI,Surco                                   ,1712,1384,0.5186,430,70.78,1401,74.83,212,8.62,347,786.4,493
150801,1,LIMA,HUAURA,Huacho                                  ,62016,103,0.7327,34,78.21,383,76.31,168,13.64,5,1405.7,62
150802,2,LIMA,HUAURA,Ambar                                   ,2417,1204,0.3164,1347,73.51,1018,42.06,1476,4.78,1494,360.1,1274
150803,3,LIMA,HUAURA,Caleta De Carquin    ,7919,596,0.5559,321,78.07,402,63.83,665,9.93,147,827,447
150804,4,LIMA,HUAURA,Checras                                 ,1498,1435,0.3414,1186,78.29,374,71.66,327,3.4,1825,423.2,1109
150805,5,LIMA,HUAURA,Hualmay                                 ,29505,188,0.6534,102,78.29,372,78.34,109,10.42,93,1157.3,154
150806,6,LIMA,HUAURA,Huaura                                  ,36044,161,0.6443,121,78.61,331,70.05,387,8.92,291,1280.2,93
150807,7,LIMA,HUAURA,Leoncio Prado                           ,1878,1342,0.3872,933,76.17,624,52.44,1129,6.38,914,443,1057
150808,8,LIMA,HUAURA,Paccho                                  ,1890,1335,0.1641,1849,78.16,390,55.5,1006,6.23,956,64.5,1870
150809,9,LIMA,HUAURA,Santa Leonor                            ,1031,1592,0.3173,1343,74.71,827,64.38,644,7.17,667,227.6,1618
150810,10,LIMA,HUAURA,Santa Maria                             ,37973,156,0.6257,158,76.87,533,74.49,223,9.79,158,1113.5,177
150811,11,LIMA,HUAURA,Sayan                                   ,24684,232,0.6253,159,76.01,650,64.4,642,7.93,470,1379.4,70
150812,12,LIMA,HUAURA,Vegueta                                 ,26243,215,0.6059,196,75.86,667,65.25,602,8.33,396,1216,121
150901,1,LIMA,OYON,Oyon                                    ,14348,359,0.633,140,79.69,222,55.61,999,10.43,89,1214.2,123
150902,2,LIMA,OYON,Andajes                                 ,775,1678,0.4889,522,82.51,43,71.68,326,4.74,1519,815.4,457
150903,3,LIMA,OYON,Caujul                                  ,880,1649,0.4187,783,80.95,117,41.75,1485,8.31,400,478.5,986
150904,4,LIMA,OYON,Cochamarca                              ,1420,1459,0.1959,1804,77.27,487,61.02,764,5.27,1312,90.1,1853
150905,5,LIMA,OYON,Navan                                   ,1097,1573,0.3735,1002,83.7,24,39.41,1542,7.47,592,366,1263
150906,6,LIMA,OYON,Pachangara                              ,3020,1092,0.5348,379,83.41,27,60.94,768,8.19,428,774.7,510
151001,1,LIMA,YAUYOS,Yauyos                                  ,2309,1229,0.5786,261,71.28,1341,68.6,451,9.5,196,1050.3,225
151002,2,LIMA,YAUYOS,Alis                                    ,783,1673,0.6469,111,74.73,824,69.47,413,10.84,56,1245.6,105
151003,3,LIMA,YAUYOS,Allauca                                  ,1943,1312,0.5442,355,77.88,418,43.17,1444,9.46,202,969.1,288
151004,4,LIMA,YAUYOS,Ayaviri                                 ,585,1750,0.4011,870,81.05,110,53.24,1091,8.48,370,375.4,1234
151005,5,LIMA,YAUYOS,Azangaro                                ,434,1814,0.2697,1590,72.18,1209,50.64,1206,7.66,544,169.6,1738
151006,6,LIMA,YAUYOS,Cacra                                   ,246,1863,0.3773,981,79.52,236,54.64,1034,6.67,821,371.7,1247
151007,7,LIMA,YAUYOS,Carania                                 ,269,1860,0.3815,953,83.49,26,32.96,1709,7.37,616,425.4,1106
151008,8,LIMA,YAUYOS,Catahuasi                               ,901,1640,0.5059,476,80.51,150,43.1,1448,9.57,186,745.5,542
151009,9,LIMA,YAUYOS,Chocos                                  ,1100,1572,0.2968,1448,75.23,760,61.2,758,5.45,1246,229.3,1615
151010,10,LIMA,YAUYOS,Cochas                                  ,383,1831,0.4055,849,80.37,166,74.15,237,8.98,276,326,1356
151011,11,LIMA,YAUYOS,Colonia                                 ,1159,1551,0.268,1597,68.88,1565,51.95,1154,7.99,457,171.4,1733
151012,12,LIMA,YAUYOS,Hongos                                  ,338,1843,0.1977,1797,75.18,773,16.48,1866,5.98,1048,138.4,1795
151013,13,LIMA,YAUYOS,Huampara                                ,95,1873,0.3628,1061,73.04,1090,24.72,1822,8.17,430,476.7,991
151014,14,LIMA,YAUYOS,Huancaya                                ,1166,1549,0.4728,576,84.22,13,81.42,47,10.29,107,413.2,1137
151015,15,LIMA,YAUYOS,Huangascar                              ,547,1762,0.4433,691,73.33,1056,58.59,863,8.23,420,552.9,836
151016,16,LIMA,YAUYOS,Huantan                                 ,962,1612,0.5022,493,83.82,21,52.73,1114,8.28,410,684.2,630
151017,17,LIMA,YAUYOS,Huañec                                  ,459,1804,0.3692,1026,70.26,1438,35.95,1629,7.66,543,462,1015
151018,18,LIMA,YAUYOS,Laraos                                  ,539,1767,0.6158,181,76.63,560,56.02,979,10.21,111,1196.5,133
151019,19,LIMA,YAUYOS,Lincha                                  ,799,1671,0.163,1850,76.33,600,39.55,1537,5.47,1236,74,1863
151020,20,LIMA,YAUYOS,Madean                                  ,675,1713,0.1784,1839,70.01,1463,59.32,829,6.1,1000,79,1860
151021,21,LIMA,YAUYOS,Miraflores                              ,330,1846,0.4151,802,72.24,1193,12.36,1873,8.63,346,953.7,308
151022,22,LIMA,YAUYOS,Omas                                    ,531,1775,0.3162,1349,71.98,1235,55.37,1009,7.69,535,242.7,1579
151023,23,LIMA,YAUYOS,Putinza                                 ,493,1792,0.405,852,73.38,1041,61.37,752,9.01,269,398.9,1172
151024,24,LIMA,YAUYOS,Quinches                                ,738,1691,0.3874,930,74.45,865,42.99,1453,7.32,633,460.5,1018
151025,25,LIMA,YAUYOS,Quinocay                                ,432,1816,0.2701,1585,74.17,918,60.84,773,7.25,656,157.8,1765
151026,26,LIMA,YAUYOS,San Joaquin                             ,354,1839,0.4419,695,84.22,14,84.74,16,9.12,247,361,1271
151027,27,LIMA,YAUYOS,San Pedro De Pilas       ,305,1852,0.3312,1247,73.04,1093,65.91,567,6.9,753,264.9,1513
151028,28,LIMA,YAUYOS,Tanta                                   ,499,1790,0.3923,906,84.04,17,49.43,1250,7.17,668,385,1212
151029,29,LIMA,YAUYOS,Tauripampa                              ,370,1834,0.2557,1656,70.66,1410,60.84,774,6.05,1022,162,1755
151030,30,LIMA,YAUYOS,Tomas                                   ,882,1648,0.5323,390,71.37,1330,59.78,817,11.17,43,801,472
151031,31,LIMA,YAUYOS,Tupe                                    ,601,1741,0.3282,1271,77.03,519,21.19,1846,6.4,900,418.4,1122
151032,32,LIMA,YAUYOS,Viñac                                   ,1781,1367,0.3535,1110,78.77,313,49,1265,5.01,1406,399.9,1168
151033,33,LIMA,YAUYOS,Vitis                                   ,545,1765,0.5151,441,83.79,22,58.16,895,9.05,261,665.7,659
160101,1,LORETO,MAYNAS,Iquitos                                 ,145541,40,0.6598,91,74.39,872,69.7,402,12.74,17,1208.8,127
160102,2,LORETO,MAYNAS,Alto Nanay                              ,3014,1095,0.2898,1484,76.81,541,28.2,1788,4.25,1676,350.1,1292
160103,3,LORETO,MAYNAS,Fernando Lores                          ,17267,312,0.3227,1306,74.87,806,34.06,1679,5.98,1047,349.9,1293
160104,4,LORETO,MAYNAS,Indiana                                 ,8919,542,0.3387,1205,76.25,613,32.26,1723,5.86,1086,404.4,1157
160105,5,LORETO,MAYNAS,Las Amazonas                            ,7684,618,0.2266,1742,74.98,795,22.64,1839,2.76,1863,313.3,1389
160106,6,LORETO,MAYNAS,Mazan                                   ,12392,419,0.2911,1475,73.95,953,30.62,1749,4.97,1424,320.4,1377
160107,7,LORETO,MAYNAS,Napo                                    ,16015,327,0.2946,1462,74.05,936,23.38,1829,5.08,1378,366.5,1260
160108,8,LORETO,MAYNAS,Punchana                                ,86910,71,0.5707,286,75.1,782,53.97,1057,10.36,102,996.7,263
160110,10,LORETO,MAYNAS,Torres Causana   ,4043,932,0.2057,1783,73.9,959,13.9,1869,3.33,1831,249.8,1553
160112,11,LORETO,MAYNAS,Belen                                   ,73192,90,0.5298,399,72.41,1177,53.44,1077,8.29,406,973.6,284
160113,12,LORETO,MAYNAS,San Juan Bautista                       ,149461,38,0.5781,264,72.9,1115,55.5,1005,10.51,80,1057.6,217
160201,1,LORETO,ALTO AMAZONAS,Yurimaguas                              ,80464,73,0.5033,490,73.45,1029,43.56,1433,9.51,193,835.3,436
160202,2,LORETO,ALTO AMAZONAS,Balsapuerto                             ,16374,323,0.1997,1792,72.83,1124,11.97,1874,3,1854,280.4,1480
160205,3,LORETO,ALTO AMAZONAS,Jeberos,4936,825,0.268,1598,73.44,1032,17.08,1865,3.85,1754,409.8,1141
160206,4,LORETO,ALTO AMAZONAS,Lagunas,13212,396,0.3311,1248,74.47,861,28.85,1772,5.94,1062,409.1,1142
160210,5,LORETO,ALTO AMAZONAS,Santa Cruz                              ,4046,930,0.2508,1673,74.4,869,14.32,1867,4.41,1635,326.3,1355
160211,6,LORETO,ALTO AMAZONAS,Teniente Cesar Lopez Rojas ,6231,719,0.2571,1647,73.26,1062,20.06,1854,3.34,1830,388.6,1198
160301,1,LORETO,LORETO,Nauta                                   ,28374,195,0.4193,777,71.77,1272,48.19,1290,6.84,768,598.4,763
160302,2,LORETO,LORETO,Parinari                                ,6374,706,0.3154,1354,72.53,1166,29.68,1763,5.77,1122,374.2,1239
160303,3,LORETO,LORETO,Tigre                                   ,8080,587,0.3189,1333,71.77,1274,28.55,1778,5.7,1153,401.5,1162
160304,4,LORETO,LORETO,Trompeteros                             ,10659,466,0.3901,917,71.2,1351,24.71,1823,6.23,955,719.6,576
160305,5,LORETO,LORETO,Urarinas                                ,13905,368,0.2242,1751,73.04,1092,18.03,1861,4.06,1716,240,1583
160401,1,LORETO,MARISCAL RAMON CASTILLA,Ramon Castilla                          ,23743,243,0.3816,952,68.88,1567,34.13,1676,6.84,771,573.4,795
160402,2,LORETO,MARISCAL RAMON CASTILLA,Pebas                                   ,14963,346,0.3262,1287,69.53,1508,36.01,1625,5.8,1106,397,1180
160403,3,LORETO,MARISCAL RAMON CASTILLA,Yavari                                  ,13433,388,0.3304,1253,69.52,1509,22.74,1837,5.89,1078,503,930
160404,4,LORETO,MARISCAL RAMON CASTILLA,San Pablo                               ,15349,339,0.3352,1224,69.68,1492,25.89,1813,5.29,1308,529.4,884
160501,1,LORETO,REQUENA,Requena                                 ,30040,186,0.4501,664,73.55,1014,43.96,1421,8.53,359,643.3,692
160502,2,LORETO,REQUENA,Alto Tapiche                            ,1912,1324,0.3314,1246,72.88,1118,31.61,1737,5.41,1252,431.4,1088
160503,3,LORETO,REQUENA,Capelo                                  ,3597,995,0.3464,1153,73.25,1065,36.57,1606,6.36,920,406.7,1149
160504,4,LORETO,REQUENA,Emilio San Martin                       ,6975,665,0.2899,1482,78.13,393,31.71,1734,5.22,1335,280.4,1481
160505,5,LORETO,REQUENA,Maquia                                  ,8025,589,0.3269,1282,76.81,540,21.24,1844,5.57,1202,455,1031
160506,6,LORETO,REQUENA,Puinahua                                ,5417,785,0.3006,1422,76.33,599,36.29,1614,5.77,1119,280.5,1479
160507,7,LORETO,REQUENA,Saquena                                 ,4485,883,0.3166,1345,76.3,605,31.64,1736,4.81,1488,388.3,1201
160508,8,LORETO,REQUENA,Soplin                                  ,682,1710,0.3091,1384,76.28,607,25.1,1818,5.85,1087,353.1,1287
160509,9,LORETO,REQUENA,Tapiche                                 ,1094,1575,0.3503,1124,72.88,1117,29.97,1754,5.4,1260,516.5,904
160510,10,LORETO,REQUENA,Jenaro Herrera                          ,4870,840,0.2903,1480,75.53,714,26.41,1806,6.16,983,286.5,1465
160511,11,LORETO,REQUENA,Yaquerana                               ,2526,1178,0.3052,1404,72.2,1199,46.64,1333,6.56,855,260.4,1527
160601,1,LORETO,UCAYALI,Contamana                               ,27277,205,0.4534,650,68.38,1610,49,1264,8.05,451,719.7,575
160602,2,LORETO,UCAYALI,Inahuaya                                ,2241,1245,0.3929,905,66.39,1714,42.68,1459,6.5,873,611.9,740
160603,3,LORETO,UCAYALI,Padre Marquez        ,4880,836,0.3701,1023,72.71,1139,35.99,1626,6.56,851,487.1,966
160604,4,LORETO,UCAYALI,Pampa Hermosa  ,9440,515,0.3456,1160,71.88,1253,28.34,1785,5.68,1161,502.9,931
160605,5,LORETO,UCAYALI,Sarayacu                                ,15258,340,0.3161,1350,70.75,1405,32.6,1716,6.17,977,357.4,1278
160606,6,LORETO,UCAYALI,Vargas Guerra                           ,7385,630,0.3974,890,70.54,1419,43.36,1440,6.55,856,570,802
160701,1,LORETO,DATEM DEL MARAÑON,Barranca                                ,13672,380,0.4187,784,72.84,1123,32.31,1719,7.07,703,690.5,625
160702,2,LORETO,DATEM DEL MARAÑON,Cahuapanas                              ,6767,674,0.1942,1807,69.07,1550,12.38,1872,4.77,1503,187.6,1707
160703,3,LORETO,DATEM DEL MARAÑON,Manseriche                              ,9787,499,0.3393,1204,72.33,1184,26.23,1808,5.83,1093,482.3,977
160704,4,LORETO,DATEM DEL MARAÑON,Morona                                  ,11071,453,0.2764,1553,76.94,530,22.66,1838,5.65,1169,277.5,1486
160705,5,LORETO,DATEM DEL MARAÑON,Pastaza                                 ,1905,1331,0.2569,1648,71.63,1295,17.94,1862,4.6,1568,320.9,1374
160706,6,LORETO,DATEM DEL MARAÑON,Andoas                                  ,12897,404,0.259,1635,75.79,677,18.29,1859,4.02,1722,333.9,1341
160801,1,LORETO,PUTUMAYO,Putumayo,2611,1163,0.4558,645,75.82,670,34.9,1656,6.73,800,826.4,449
160802,2,LORETO,PUTUMAYO,Rosa Panduro,444,1813,0.365,1048,78.32,368,12.84,1871,6.02,1034,725.6,568
160803,3,LORETO,PUTUMAYO,Teniente Manuel Clavero,3859,962,0.3023,1411,76.6,567,17.24,1864,5.07,1389,432.6,1086
160804,4,LORETO,PUTUMAYO,Yaguas,1091,1576,0.4723,579,76.63,559,27.25,1796,5.41,1256,1181.9,141
170101,1,MADRE DE DIOS,TAMBOPATA,Tambopata                               ,88507,68,0.6332,139,72.21,1198,67.62,500,10.03,133,1305.4,84
170102,2,MADRE DE DIOS,TAMBOPATA,Inambari                                ,11049,454,0.5848,244,74.23,905,56.55,959,8.32,397,1213.9,124
170103,3,MADRE DE DIOS,TAMBOPATA,Las Piedras                             ,9163,529,0.5257,412,74.04,938,58.2,894,8.14,434,894.7,366
170104,4,MADRE DE DIOS,TAMBOPATA,Laberinto                               ,4575,872,0.5307,395,75.21,763,61.35,753,7.42,605,928.5,337
170201,1,MADRE DE DIOS,MANU,Manu                                    ,1430,1455,0.5463,352,74.79,815,57.21,934,8.14,435,993.4,266
170202,2,MADRE DE DIOS,MANU,Fitzcarrald                             ,1583,1410,0.4037,858,75.55,709,34.02,1680,6.04,1024,638.8,703
170203,3,MADRE DE DIOS,MANU,Madre De Dios                           ,9439,516,0.5896,233,75.02,791,61.5,747,8.22,423,1184.4,139
170204,4,MADRE DE DIOS,MANU,Huepetuhe                               ,7358,633,0.6492,107,74.63,841,66.59,537,8.31,403,1511.5,42
170301,1,MADRE DE DIOS,TAHUAMANU,Iñapari                                 ,2054,1290,0.6796,72,82.07,61,47.36,1310,8.6,349,1742.9,18
170302,2,MADRE DE DIOS,TAHUAMANU,Iberia                                  ,8313,568,0.6582,95,82.3,49,57.45,922,9.17,236,1382.4,69
170303,3,MADRE DE DIOS,TAHUAMANU,Tahuamanu                               ,3379,1029,0.5976,218,82.27,51,48.48,1278,7.81,501,1251.9,102
180101,1,MOQUEGUA,MARISCAL NIETO,Moquegua                                ,64680,101,0.7019,49,77.75,431,74.14,238,10.84,55,1446.2,53
180102,2,MOQUEGUA,MARISCAL NIETO,Carumas                                 ,4187,912,0.542,361,75.02,790,69.54,408,7.32,631,940.1,324
180103,3,MOQUEGUA,MARISCAL NIETO,Cuchumbaya     ,1437,1452,0.5475,350,75.27,754,75.4,195,6.6,843,991.5,268
180104,4,MOQUEGUA,MARISCAL NIETO,Samegua                                 ,7071,652,0.7267,40,78.01,407,78.66,101,10.65,64,1563.9,33
180105,5,MOQUEGUA,MARISCAL NIETO,San Cristobal                           ,3094,1074,0.4939,508,75.26,755,66.49,542,6.75,794,771.9,514
180106,6,MOQUEGUA,MARISCAL NIETO,Torata                                  ,5470,776,0.7438,26,76.5,577,70.74,363,10.37,101,1843.9,15
180201,1,MOQUEGUA,GENERAL SANCHEZ CERRO,Omate                                   ,4155,917,0.6171,177,78.42,359,77.49,136,10.44,88,982.4,275
180202,2,MOQUEGUA,GENERAL SANCHEZ CERRO,Chojata                                 ,1764,1372,0.4149,803,83.57,25,73.85,249,6.3,933,407.6,1147
180203,3,MOQUEGUA,GENERAL SANCHEZ CERRO,Coalaque                                ,826,1666,0.4507,660,79.53,235,64.78,621,7.23,658,533.7,873
180204,4,MOQUEGUA,GENERAL SANCHEZ CERRO,Ichuña                                  ,4190,911,0.4873,527,78.37,365,72.34,297,7.9,474,610.3,743
180205,5,MOQUEGUA,GENERAL SANCHEZ CERRO,La Capilla                              ,1606,1405,0.6352,130,76.75,546,72.21,309,9.21,231,1228.1,115
180206,6,MOQUEGUA,GENERAL SANCHEZ CERRO,Lloque                                  ,1545,1422,0.4879,525,82.79,34,53.71,1069,8.1,438,643.9,690
180207,7,MOQUEGUA,GENERAL SANCHEZ CERRO,Matalaque                               ,921,1632,0.4876,526,79,284,52.13,1143,7.91,473,705.4,601
180208,8,MOQUEGUA,GENERAL SANCHEZ CERRO,Puquina                                 ,2123,1275,0.5183,432,77.38,473,70.55,372,7.47,590,775.6,509
180209,9,MOQUEGUA,GENERAL SANCHEZ CERRO,Quinistaquillas                         ,1152,1554,0.6008,208,80.16,186,55.65,992,9.36,211,1103.4,184
180210,10,MOQUEGUA,GENERAL SANCHEZ CERRO,Ubinas                                  ,2451,1199,0.471,581,79.59,230,60.59,786,6.9,748,641.5,696
180211,11,MOQUEGUA,GENERAL SANCHEZ CERRO,Yunga                                   ,2014,1298,0.5031,491,77.99,410,77.06,148,8.02,452,647,683
180301,1,MOQUEGUA,ILO,Ilo                                     ,68664,93,0.6832,68,78.2,384,73.07,273,10.67,63,1346.8,78
180302,2,MOQUEGUA,ILO,El Algarrobal                           ,2153,1266,0.6518,104,77.18,498,64.23,649,9.98,142,1325.5,81
180303,3,MOQUEGUA,ILO,Pacocha                                 ,3079,1078,0.768,15,78.54,342,70.57,371,12.91,14,1718.8,19
190101,1,PASCO,PASCO,Chaupimarca                             ,24465,236,0.5805,254,74.66,834,82.08,40,10.69,62,847.9,417
190102,2,PASCO,PASCO,Huachon                                 ,4588,871,0.3414,1185,73.82,974,64.93,615,6.5,872,295.2,1442
190103,3,PASCO,PASCO,Huariaca                                ,7859,597,0.4981,499,73.77,983,76.98,151,8.87,299,640.6,699
190104,4,PASCO,PASCO,Huayllay                                ,11513,439,0.6322,144,71.22,1350,83.12,23,10.4,96,1174.8,144
190105,5,PASCO,PASCO,Ninacaca                                ,3506,1005,0.381,956,74.27,898,82.9,27,7.45,597,324,1363
190106,6,PASCO,PASCO,Pallanchacra                            ,3814,967,0.3539,1107,73.29,1061,61.53,745,7.68,539,304,1414
190107,7,PASCO,PASCO,Paucartambo                             ,19523,286,0.3897,919,74.03,939,71.14,346,6.89,756,388.5,1200
190108,8,PASCO,PASCO,San Francisco De Asis De Yarusyacan,4286,897,0.572,283,73.68,993,83.11,24,9.08,254,906.2,354
190109,9,PASCO,PASCO,Simon Bolivar,10798,463,0.6072,192,75.64,694,80.79,55,10.39,99,970.5,286
190110,10,PASCO,PASCO,Ticlacayan                              ,10728,465,0.3639,1058,72.71,1140,67.55,508,6.67,820,345.4,1309
190111,11,PASCO,PASCO,Tinyahuarco                             ,7087,649,0.6308,148,76.69,552,85.56,13,10.62,69,1020.7,243
190112,12,PASCO,PASCO,Vicco                                   ,2501,1187,0.5504,338,75.43,729,74.37,230,8.73,325,847,420
190113,13,PASCO,PASCO,Yanacancha                              ,31875,175,0.6193,167,76.39,592,80.49,63,11.49,33,957.3,302
190201,1,PASCO,DANIEL ALCIDES CARRION,Yanahuanca                              ,11029,455,0.4307,733,70.61,1414,73.6,253,8.48,367,475.4,994
190202,2,PASCO,DANIEL ALCIDES CARRION,Chacayan                                ,3251,1043,0.3923,907,78.92,293,68.38,457,6.73,801,375,1236
190203,3,PASCO,DANIEL ALCIDES CARRION,Goyllarisquizga                         ,3347,1030,0.4381,711,74.32,886,80.1,67,9.58,184,415.4,1131
190204,4,PASCO,DANIEL ALCIDES CARRION,Paucar                                  ,1332,1485,0.3897,920,75.55,712,70.15,384,5.95,1056,417.1,1127
190205,5,PASCO,DANIEL ALCIDES CARRION,San Pedro De Pillao    ,1672,1394,0.3411,1190,73.51,1017,69.32,423,7.56,571,263.1,1518
190206,6,PASCO,DANIEL ALCIDES CARRION,Santa Ana De Tusi    ,25083,225,0.2947,1461,69.22,1536,86.33,8,7.97,464,174.8,1725
190207,7,PASCO,DANIEL ALCIDES CARRION,Tapuc                                   ,3754,970,0.4128,816,76.53,576,73.74,252,7.01,724,423.2,1108
190208,8,PASCO,DANIEL ALCIDES CARRION,Vilcabamba                              ,1463,1445,0.4099,825,74.18,915,87.03,7,7.87,483,374.5,1238
190301,1,PASCO,OXAPAMPA,Oxapampa                                ,15116,341,0.5342,382,69.43,1519,61.27,755,9.05,260,942.1,323
190302,2,PASCO,OXAPAMPA,Chontabamba     ,4553,873,0.5039,487,72.29,1190,58.39,879,7.43,599,866.3,397
190303,3,PASCO,OXAPAMPA,Huancabamba      ,6403,702,0.343,1174,71.76,1275,33.99,1681,5.28,1310,477.4,990
190304,4,PASCO,OXAPAMPA,Palcazu                                 ,9476,510,0.3593,1081,68.21,1620,43.3,1441,6.64,831,448.5,1045
190305,5,PASCO,OXAPAMPA,Pozuzo                                  ,7228,644,0.3545,1103,72.25,1192,33.86,1690,5.24,1329,522,894
190306,6,PASCO,OXAPAMPA,Puerto Bermudez    ,19679,284,0.3434,1172,69.61,1498,37.53,1589,6.42,894,419.2,1119
190307,7,PASCO,OXAPAMPA,Villa Rica                              ,18777,294,0.4935,509,71.17,1355,56.12,976,7.66,542,835.2,437
190308,8,PASCO,OXAPAMPA,Constitución,15722,331,0.3838,942,68.61,1583,44.21,1417,6.22,957,551.9,838
200101,1,PIURA,PIURA,Piura                                   ,178905,31,0.6582,94,78.74,316,77.32,139,11.33,36,1124.2,171
200104,2,PIURA,PIURA,Castilla                                ,159841,35,0.6221,163,80.2,185,72.72,281,10.02,135,1028.9,235
200105,3,PIURA,PIURA,Catacaos                                ,76221,79,0.5034,488,78.14,392,62.52,710,7.7,531,731.8,560
200107,4,PIURA,PIURA,Cura Mori                               ,18828,292,0.3809,958,75.59,699,51.41,1178,5.16,1348,498,939
200108,5,PIURA,PIURA,El Tallan                               ,5400,787,0.3713,1016,74.25,901,43.03,1450,5.23,1333,511.7,910
200109,6,PIURA,PIURA,La Arena                                ,38807,153,0.4148,805,77.83,422,50.47,1214,5.29,1309,602.7,755
200110,7,PIURA,PIURA,La Union                                ,43346,143,0.4688,591,76.4,589,62.4,714,6.71,810,672.8,650
200111,8,PIURA,PIURA,Las Lomas                               ,25138,224,0.446,684,78.78,311,47.05,1323,5.99,1041,689.8,627
200114,9,PIURA,PIURA,Tambo Grande    ,125430,48,0.4599,633,80.72,137,50.87,1196,5.65,1167,729.7,563
200115,10,PIURA,PIURA,Veintiséis de Octubre,183875,28,0.5997,213,78.41,362,72.27,305,9.71,168,976.3,282
200201,1,PIURA,AYABACA,Ayabaca                                 ,34311,168,0.2916,1473,66.9,1692,43.76,1427,5.08,1379,310.4,1398
200202,2,PIURA,AYABACA,Frias                                   ,22518,256,0.1652,1848,68.52,1595,38.38,1570,3.57,1805,105.1,1836
200203,3,PIURA,AYABACA,Jilili                                  ,2403,1207,0.2769,1549,70.81,1398,44.37,1411,4.84,1478,257.5,1537
200204,4,PIURA,AYABACA,Lagunas                                 ,6763,676,0.0912,1874,67.33,1662,21.8,1842,3.42,1823,51.8,1873
200205,5,PIURA,AYABACA,Montero                                 ,5664,759,0.3221,1313,70.16,1448,53.45,1076,5.26,1322,338.3,1330
200206,6,PIURA,AYABACA,Pacaipampa                              ,22545,254,0.19,1817,67.03,1681,31.74,1733,3.09,1852,177.2,1722
200207,7,PIURA,AYABACA,Paimas                                  ,10277,479,0.2859,1512,69.8,1478,34.64,1661,4.87,1458,316.9,1384
200208,8,PIURA,AYABACA,Sapillica                               ,12118,425,0.1707,1846,67.5,1656,29.76,1760,3.51,1807,126.4,1810
200209,9,PIURA,AYABACA,Sicchez                                 ,1330,1487,0.3443,1168,71.9,1248,33.92,1683,5.57,1199,463.6,1012
200210,10,PIURA,AYABACA,Suyo                                    ,11599,437,0.3708,1021,70.1,1453,57.21,933,6.16,981,433.8,1079
200301,1,PIURA,HUANCABAMBA,Huancabamba    ,29126,190,0.3419,1181,65.36,1745,62.22,728,5.35,1277,406.3,1150
200302,2,PIURA,HUANCABAMBA,Canchaque                               ,6773,672,0.3604,1078,67.6,1651,62.48,712,5.94,1064,415.7,1130
200303,3,PIURA,HUANCABAMBA,El Carmen De La Frontera   ,12812,407,0.2238,1753,66.23,1719,55.61,1001,4.01,1724,171.6,1732
200304,4,PIURA,HUANCABAMBA,Huarmaca                                ,38712,154,0.2118,1775,65.38,1744,42.31,1466,3.98,1732,171.6,1731
200305,5,PIURA,HUANCABAMBA,Lalaquiz                                ,3486,1011,0.196,1803,64.81,1759,53.96,1058,3.88,1751,134.4,1803
200306,6,PIURA,HUANCABAMBA,San Miguel De El Faique   ,8261,571,0.2812,1527,67.51,1655,57.18,937,5.01,1407,250.3,1551
200307,7,PIURA,HUANCABAMBA,Sondor                                  ,7803,604,0.2283,1741,64.82,1758,33.83,1691,4,1726,227.9,1617
200308,8,PIURA,HUANCABAMBA,Sondorillo                              ,10413,474,0.197,1800,66.95,1688,41.09,1502,3.76,1772,148,1780
200401,1,PIURA,MORROPON,Chulucanas                              ,75914,82,0.4654,607,74.2,913,61.11,760,6.6,845,701.9,604
200402,2,PIURA,MORROPON,Buenos Aires                            ,7773,606,0.4612,625,75.1,781,58.81,853,6.35,921,701.7,605
200403,3,PIURA,MORROPON,Chalaco                                 ,7402,628,0.2955,1457,74.97,796,45,1389,4.69,1537,287.4,1463
200404,4,PIURA,MORROPON,La Matanza                              ,12721,409,0.3894,924,73.69,992,49.78,1235,4.51,1596,616.2,732
200405,5,PIURA,MORROPON,Morropon                                ,13757,374,0.4969,505,75.55,711,70.48,376,7,725,741.3,549
200406,6,PIURA,MORROPON,Salitral                                ,7812,603,0.4017,866,74.32,888,56.5,962,5.4,1259,548.6,844
200407,7,PIURA,MORROPON,San Juan De Bigote    ,5713,754,0.3309,1250,74.76,819,57.66,914,4.82,1483,342.4,1317
200408,8,PIURA,MORROPON,Santa Catalina De Mossa   ,3645,987,0.3691,1027,75.33,744,35.97,1628,5.74,1136,502.7,932
