VueltaE,DEPARTAMENTO,PROVINCIA,DISTRITO,GREGION,votos_emitidos,n_electores_habiles,votos_nulos_blancos,PARTIDO,NVOTOS
Segunda,APURIMAC,ANDAHUAYLAS,TALAVERA,Sierra,10745,14483,622,peru_libre,7875
Segunda,APURIMAC,ANDAHUAYLAS,TUMAY HUARACA,Sierra,851,1555,39,peru_libre,669
Segunda,APURIMAC,ANDAHUAYLAS,TURPO,Sierra,2325,3274,113,peru_libre,1945
Segunda,APURIMAC,ANTABAMBA,ANTABAMBA,Sierra,1362,2279,114,peru_libre,1068
Segunda,APURIMAC,ANTABAMBA,EL ORO,Sierra,318,444,16,peru_libre,236
Segunda,APURIMAC,ANTABAMBA,HUAQUIRCA,Sierra,926,1328,24,peru_libre,741
Segunda,APURIMAC,ANTABAMBA,JUAN ESPINOZA MEDRANO,Sierra,977,1536,26,peru_libre,776
Segunda,APURIMAC,ANTABAMBA,OROPESA,Sierra,1110,1600,59,peru_libre,887
Segunda,APURIMAC,ANTABAMBA,PACHACONAS,Sierra,665,949,56,peru_libre,547
Segunda,APURIMAC,ANTABAMBA,SABAINO,Sierra,680,1138,36,peru_libre,542
Segunda,APURIMAC,AYMARAES,CAPAYA,Sierra,319,514,10,peru_libre,209
Segunda,APURIMAC,AYMARAES,CARAYBAMBA,Sierra,682,993,14,peru_libre,605
Segunda,APURIMAC,AYMARAES,CHALHUANCA,Sierra,2042,2741,113,peru_libre,1490
Segunda,APURIMAC,AYMARAES,CHAPIMARCA,Sierra,1125,1784,67,peru_libre,876
Segunda,APURIMAC,AYMARAES,COLCABAMBA,Sierra,490,639,26,peru_libre,327
Segunda,APURIMAC,AYMARAES,COTARUSE,Sierra,1855,2652,109,peru_libre,1524
Segunda,APURIMAC,AYMARAES,IHUAYLLO,Sierra,344,515,15,peru_libre,253
Segunda,APURIMAC,AYMARAES,JUSTO APU SAHUARAURA,Sierra,412,626,15,peru_libre,317
Segunda,APURIMAC,AYMARAES,LUCRE,Sierra,1040,1489,70,peru_libre,785
Segunda,APURIMAC,AYMARAES,POCOHUANCA,Sierra,719,1044,25,peru_libre,604
Segunda,APURIMAC,AYMARAES,SAN JUAN DE CHACÑA,Sierra,453,635,23,peru_libre,327
Segunda,APURIMAC,AYMARAES,SAÑAYCA,Sierra,607,936,29,peru_libre,471
Segunda,APURIMAC,AYMARAES,SORAYA,Sierra,396,584,19,peru_libre,272
Segunda,APURIMAC,AYMARAES,TAPAIRIHUA,Sierra,1239,1845,41,peru_libre,927
Segunda,APURIMAC,AYMARAES,TINTAY,Sierra,1608,2284,105,peru_libre,1124
Segunda,APURIMAC,AYMARAES,TORAYA,Sierra,766,1189,58,peru_libre,532
Segunda,APURIMAC,AYMARAES,YANACA,Sierra,589,861,33,peru_libre,479
Segunda,APURIMAC,CHINCHEROS,ANCO-HUALLO,Sierra,6105,8192,267,peru_libre,5032
Segunda,APURIMAC,CHINCHEROS,CHINCHEROS,Sierra,2889,4000,158,peru_libre,2330
Segunda,APURIMAC,CHINCHEROS,COCHARCAS,Sierra,1079,1441,77,peru_libre,778
Segunda,APURIMAC,CHINCHEROS,EL PORVENIR,Sierra,857,1084,61,peru_libre,568
Segunda,APURIMAC,CHINCHEROS,HUACCANA,Sierra,3596,5281,156,peru_libre,2986
Segunda,APURIMAC,CHINCHEROS,LOS CHANKAS,Sierra,631,839,20,peru_libre,566
Segunda,APURIMAC,CHINCHEROS,OCOBAMBA,Sierra,3554,5187,184,peru_libre,2442
Segunda,APURIMAC,CHINCHEROS,ONGOY,Sierra,1315,2426,68,peru_libre,980
Segunda,APURIMAC,CHINCHEROS,RANRACANCHA,Sierra,2032,2914,82,peru_libre,1827
Segunda,APURIMAC,CHINCHEROS,ROCCHACC,Sierra,1434,1830,96,peru_libre,1175
Segunda,APURIMAC,CHINCHEROS,URANMARCA,Sierra,1492,2048,86,peru_libre,1107
Segunda,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,Sierra,5739,7890,466,peru_libre,4810
Segunda,APURIMAC,COTABAMBAS,COTABAMBAS,Sierra,2103,3378,150,peru_libre,1743
Segunda,APURIMAC,COTABAMBAS,COYLLURQUI,Sierra,3282,5309,193,peru_libre,2732
Segunda,APURIMAC,COTABAMBAS,HAQUIRA,Sierra,4613,7045,279,peru_libre,4160
Segunda,APURIMAC,COTABAMBAS,MARA,Sierra,2824,4036,242,peru_libre,2256
Segunda,APURIMAC,COTABAMBAS,TAMBOBAMBA,Sierra,5452,8412,510,peru_libre,4511
Segunda,APURIMAC,GRAU,CHUQUIBAMBILLA,Sierra,2555,3771,150,peru_libre,2173
Segunda,APURIMAC,GRAU,CURASCO,Sierra,652,1039,51,peru_libre,525
Segunda,APURIMAC,GRAU,CURPAHUASI,Sierra,1209,1794,84,peru_libre,994
Segunda,APURIMAC,GRAU,HUAYLLATI,Sierra,778,1230,48,peru_libre,651
Segunda,APURIMAC,GRAU,MAMARA,Sierra,464,700,32,peru_libre,363
Segunda,APURIMAC,GRAU,MARISCAL GAMARRA,Sierra,1485,2852,75,peru_libre,1111
Segunda,APURIMAC,GRAU,MICAELA BASTIDAS,Sierra,528,776,20,peru_libre,471
Segunda,APURIMAC,GRAU,PATAYPAMPA,Sierra,534,772,36,peru_libre,437
Segunda,APURIMAC,GRAU,PROGRESO,Sierra,1638,2437,112,peru_libre,1340
Segunda,APURIMAC,GRAU,SAN ANTONIO,Sierra,179,274,8,peru_libre,150
Segunda,APURIMAC,GRAU,SANTA ROSA,Sierra,402,566,20,peru_libre,351
Segunda,APURIMAC,GRAU,TURPAY,Sierra,370,547,15,peru_libre,287
Segunda,APURIMAC,GRAU,VILCABAMBA,Sierra,611,798,29,peru_libre,468
Segunda,APURIMAC,GRAU,VIRUNDO,Sierra,499,694,46,peru_libre,382
Segunda,AREQUIPA,AREQUIPA,ALTO SELVA ALEGRE,Costa,57002,69823,3418,peru_libre,34657
Segunda,AREQUIPA,AREQUIPA,AREQUIPA,Costa,53175,70357,3061,peru_libre,20681
Segunda,AREQUIPA,AREQUIPA,CAYMA,Costa,62926,77831,3681,peru_libre,37304
Segunda,AREQUIPA,AREQUIPA,CERRO COLORADO,Costa,113517,138909,6449,peru_libre,73836
Segunda,AREQUIPA,AREQUIPA,CHARACATO,Costa,7343,8836,478,peru_libre,4786
Segunda,AREQUIPA,AREQUIPA,CHIGUATA,Costa,2838,3369,124,peru_libre,2352
Segunda,AREQUIPA,AREQUIPA,JACOBO HUNTER,Costa,34826,42036,2243,peru_libre,23082
Segunda,AREQUIPA,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO,Costa,55111,68302,3485,peru_libre,24733
Segunda,AREQUIPA,AREQUIPA,LA JOYA,Costa,19405,23154,863,peru_libre,15796
Segunda,AREQUIPA,AREQUIPA,MARIANO MELGAR,Costa,42142,51551,2517,peru_libre,25256
Segunda,AREQUIPA,AREQUIPA,MIRAFLORES,Costa,41435,51515,2523,peru_libre,23254
Segunda,AREQUIPA,AREQUIPA,MOLLEBAYA,Costa,2180,2569,82,peru_libre,1668
Segunda,AREQUIPA,AREQUIPA,PAUCARPATA,Costa,94197,114161,5772,peru_libre,59869
Segunda,AREQUIPA,AREQUIPA,POCSI,Costa,746,909,33,peru_libre,579
Segunda,AREQUIPA,AREQUIPA,POLOBAYA,Costa,934,1115,28,peru_libre,781
Segunda,AREQUIPA,AREQUIPA,QUEQUEÑA,Costa,1299,1549,64,peru_libre,966
Segunda,AREQUIPA,AREQUIPA,SABANDIA,Costa,3448,4159,220,peru_libre,2082
Segunda,AREQUIPA,AREQUIPA,SACHACA,Costa,19754,24211,1187,peru_libre,10007
Segunda,AREQUIPA,AREQUIPA,SAN JUAN DE SIGUAS,Costa,697,905,37,peru_libre,507
Segunda,AREQUIPA,AREQUIPA,SAN JUAN DE TARUCANI,Costa,1036,1289,51,peru_libre,918
Segunda,AREQUIPA,AREQUIPA,SANTA ISABEL DE SIGUAS,Costa,516,650,14,peru_libre,369
Segunda,AREQUIPA,AREQUIPA,SANTA RITA DE SIHUAS,Costa,4302,5125,231,peru_libre,3551
Segunda,AREQUIPA,AREQUIPA,SOCABAYA,Costa,45064,54554,2839,peru_libre,28054
Segunda,AREQUIPA,AREQUIPA,TIABAYA,Costa,12596,15463,591,peru_libre,8421
Segunda,AREQUIPA,AREQUIPA,UCHUMAYO,Costa,11157,13920,568,peru_libre,7378
Segunda,AREQUIPA,AREQUIPA,VITOR,Costa,2094,2544,88,peru_libre,1571
Segunda,AREQUIPA,AREQUIPA,YANAHUARA,Costa,22794,29154,1113,peru_libre,6332
Segunda,AREQUIPA,AREQUIPA,YARABAMBA,Costa,1932,2349,98,peru_libre,1210
Segunda,AREQUIPA,AREQUIPA,YURA,Costa,17695,21302,856,peru_libre,13994
Segunda,AREQUIPA,CAMANA,CAMANA,Costa,10055,13395,670,peru_libre,4310
Segunda,AREQUIPA,CAMANA,JOSE MARIA QUIMPER,Costa,2895,3778,154,peru_libre,1530
Segunda,AREQUIPA,CAMANA,MARIANO NICOLAS VALCARCEL,Costa,2257,3190,43,peru_libre,1800
Segunda,AREQUIPA,CAMANA,MARISCAL CACERES,Costa,4448,5703,221,peru_libre,2940
Segunda,AREQUIPA,CAMANA,NICOLAS DE PIEROLA,Costa,4577,5886,259,peru_libre,2582
Segunda,AREQUIPA,CAMANA,OCOÑA,Costa,2491,3463,186,peru_libre,1219
Segunda,AREQUIPA,CAMANA,QUILCA,Costa,671,864,22,peru_libre,392
Segunda,AREQUIPA,CAMANA,SAMUEL PASTOR,Costa,9536,12286,555,peru_libre,5850
Segunda,AREQUIPA,CARAVELI,ACARI,Costa,2307,3325,91,peru_libre,842
Segunda,AREQUIPA,CARAVELI,ATICO,Costa,2522,3538,129,peru_libre,1253
Segunda,AREQUIPA,CARAVELI,ATIQUIPA,Costa,354,482,10,peru_libre,148
Segunda,AREQUIPA,CARAVELI,BELLA UNION,Costa,1457,1910,41,peru_libre,742
Segunda,AREQUIPA,CARAVELI,CAHUACHO,Costa,382,604,13,peru_libre,152
Segunda,AREQUIPA,CARAVELI,CARAVELI,Costa,1930,2741,105,peru_libre,724
Segunda,AREQUIPA,CARAVELI,CHALA,Costa,3880,5368,176,peru_libre,1880
Segunda,AREQUIPA,CARAVELI,CHAPARRA,Costa,1347,1891,117,peru_libre,690
Segunda,AREQUIPA,CARAVELI,HUANUHUANU,Costa,954,1354,28,peru_libre,748
Segunda,AREQUIPA,CARAVELI,JAQUI,Costa,881,1213,37,peru_libre,323
Segunda,AREQUIPA,CARAVELI,LOMAS,Costa,667,1004,28,peru_libre,224
Segunda,AREQUIPA,CARAVELI,QUICACHA,Costa,969,1368,49,peru_libre,444
Segunda,AREQUIPA,CARAVELI,YAUCA,Costa,1057,1415,27,peru_libre,252
Segunda,AREQUIPA,CASTILLA,ANDAGUA,Costa,571,818,29,peru_libre,468
Segunda,AREQUIPA,CASTILLA,APLAO,Costa,5594,7375,318,peru_libre,3710
Segunda,AREQUIPA,CASTILLA,AYO,Costa,182,317,8,peru_libre,122
Segunda,AREQUIPA,CASTILLA,CHACHAS,Costa,749,1493,50,peru_libre,643
Segunda,AREQUIPA,CASTILLA,CHILCAYMARCA,Costa,512,855,36,peru_libre,445
Segunda,AREQUIPA,CASTILLA,CHOCO,Costa,437,840,21,peru_libre,365
Segunda,AREQUIPA,CASTILLA,HUANCARQUI,Costa,1087,1484,58,peru_libre,703
Segunda,AREQUIPA,CASTILLA,MACHAGUAY,Costa,364,539,14,peru_libre,302
Segunda,AREQUIPA,CASTILLA,ORCOPAMPA,Costa,2013,3431,144,peru_libre,1681
Segunda,AREQUIPA,CASTILLA,PAMPACOLCA,Costa,1176,1809,51,peru_libre,913
Segunda,AREQUIPA,CASTILLA,TIPAN,Costa,253,373,12,peru_libre,193
Segunda,AREQUIPA,CASTILLA,UÑON,Costa,115,175,1,peru_libre,97
Segunda,AREQUIPA,CASTILLA,URACA,Costa,4108,5397,220,peru_libre,2640
Segunda,AREQUIPA,CASTILLA,VIRACO,Costa,701,1053,30,peru_libre,518
Segunda,AREQUIPA,CAYLLOMA,ACHOMA,Costa,692,1005,32,peru_libre,595
Segunda,AREQUIPA,CAYLLOMA,CABANACONDE,Costa,1284,1895,49,peru_libre,1039
Segunda,AREQUIPA,CAYLLOMA,CALLALLI,Costa,1161,1600,43,peru_libre,1022
Segunda,AREQUIPA,CAYLLOMA,CAYLLOMA,Costa,1792,2957,81,peru_libre,1581
Segunda,AREQUIPA,CAYLLOMA,CHIVAY,Costa,3529,4655,159,peru_libre,2929
Segunda,AREQUIPA,CAYLLOMA,COPORAQUE,Costa,700,909,30,peru_libre,604
Segunda,AREQUIPA,CAYLLOMA,HUAMBO,Costa,445,693,20,peru_libre,366
Segunda,AREQUIPA,CAYLLOMA,HUANCA,Costa,874,1254,32,peru_libre,744
Segunda,AREQUIPA,CAYLLOMA,ICHUPAMPA,Costa,516,689,20,peru_libre,461
Segunda,AREQUIPA,CAYLLOMA,LARI,Costa,712,973,34,peru_libre,575
Segunda,AREQUIPA,CAYLLOMA,LLUTA,Costa,586,1105,34,peru_libre,479
Segunda,AREQUIPA,CAYLLOMA,MACA,Costa,565,806,28,peru_libre,427
Segunda,AREQUIPA,CAYLLOMA,MADRIGAL,Costa,481,688,29,peru_libre,404
Segunda,AREQUIPA,CAYLLOMA,MAJES,Costa,39233,49095,1771,peru_libre,31854
Segunda,AREQUIPA,CAYLLOMA,SAN ANTONIO DE CHUCA,Costa,681,878,43,peru_libre,553
Segunda,AREQUIPA,CAYLLOMA,SIBAYO,Costa,544,724,27,peru_libre,468
Segunda,AREQUIPA,CAYLLOMA,TAPAY,Costa,347,692,17,peru_libre,266
Segunda,AREQUIPA,CAYLLOMA,TISCO,Costa,879,1335,44,peru_libre,767
Segunda,AREQUIPA,CAYLLOMA,TUTI,Costa,523,729,32,peru_libre,454
Segunda,AREQUIPA,CAYLLOMA,YANQUE,Costa,1496,1959,77,peru_libre,1291
Segunda,AREQUIPA,CONDESUYOS,ANDARAY,Costa,332,541,14,peru_libre,288
Segunda,AREQUIPA,CONDESUYOS,CAYARANI,Costa,1050,1956,71,peru_libre,935
Segunda,AREQUIPA,CONDESUYOS,CHICHAS,Costa,291,562,21,peru_libre,192
Segunda,AREQUIPA,CONDESUYOS,CHUQUIBAMBA,Costa,1783,2629,141,peru_libre,1161
Segunda,AREQUIPA,CONDESUYOS,IRAY,Costa,388,614,13,peru_libre,275
Segunda,AREQUIPA,CONDESUYOS,RIO GRANDE,Costa,1373,1982,64,peru_libre,1014
Segunda,AREQUIPA,CONDESUYOS,SALAMANCA,Costa,417,704,33,peru_libre,334
Segunda,AREQUIPA,CONDESUYOS,YANAQUIHUA,Costa,2000,2952,60,peru_libre,1719
Segunda,AREQUIPA,ISLAY,COCACHACRA,Costa,6209,7730,280,peru_libre,4750
Segunda,AREQUIPA,ISLAY,DEAN VALDIVIA,Costa,4551,5574,168,peru_libre,3725
Segunda,AREQUIPA,ISLAY,ISLAY,Costa,3003,3822,129,peru_libre,2033
Segunda,AREQUIPA,ISLAY,MEJIA,Costa,1015,1267,54,peru_libre,629
Segunda,AREQUIPA,ISLAY,MOLLENDO,Costa,16422,21296,999,peru_libre,9600
Segunda,AREQUIPA,ISLAY,PUNTA DE BOMBON,Costa,4487,5740,165,peru_libre,3412
Segunda,AREQUIPA,LA UNION,ALCA,Costa,944,1526,82,peru_libre,727
Segunda,AREQUIPA,LA UNION,CHARCANA,Costa,315,473,13,peru_libre,253
Segunda,AREQUIPA,LA UNION,COTAHUASI,Costa,1255,1936,114,peru_libre,961
Segunda,AREQUIPA,LA UNION,HUAYNACOTAS,Costa,1013,1663,80,peru_libre,777
Segunda,AREQUIPA,LA UNION,PAMPAMARCA,Costa,791,1222,43,peru_libre,678
Segunda,AREQUIPA,LA UNION,PUYCA,Costa,1114,2031,127,peru_libre,934
Segunda,AREQUIPA,LA UNION,QUECHUALLA,Costa,215,362,5,peru_libre,183
Segunda,AREQUIPA,LA UNION,SAYLA,Costa,193,342,4,peru_libre,141
Segunda,AREQUIPA,LA UNION,TAURIA,Costa,153,257,7,peru_libre,104
Segunda,AREQUIPA,LA UNION,TOMEPAMPA,Costa,391,582,29,peru_libre,283
Segunda,AREQUIPA,LA UNION,TORO,Costa,302,516,15,peru_libre,259
Segunda,ASIA,ARABIA SAUDITA,RIAD,ASIA,0,18,0,peru_libre,0
Segunda,ASIA,EMIRATOS ARABES UNIDOS,DUBAI,ASIA,35,115,2,peru_libre,3
Segunda,ASIA,FILIPINAS,MANILA,ASIA,11,37,2,peru_libre,5
Segunda,ASIA,INDIA,NUEVA DELHI,ASIA,4,58,0,peru_libre,0
Segunda,ASIA,INDONESIA,JAKARTA,ASIA,5,16,0,peru_libre,1
Segunda,ASIA,IRAN,TEHERAN,ASIA,36,70,1,peru_libre,4
Segunda,ASIA,ISRAEL,TEL AVIV,ASIA,297,1260,18,peru_libre,47
Segunda,ASIA,JAPON,FUKUOKA,ASIA,72,208,1,peru_libre,12
Segunda,ASIA,JAPON,GUNMA,ASIA,2178,5244,67,peru_libre,126
Segunda,ASIA,JAPON,HIROSHIMA,ASIA,234,825,4,peru_libre,14
Segunda,ASIA,JAPON,KOBE,ASIA,648,1737,24,peru_libre,66
Segunda,ASIA,JAPON,MIE,ASIA,1026,2027,29,peru_libre,93
Segunda,ASIA,JAPON,NAGOYA,ASIA,2151,5978,86,peru_libre,181
Segunda,ASIA,JAPON,OKINAWA,ASIA,91,354,8,peru_libre,2
Segunda,ASIA,JAPON,SAITAMA,ASIA,940,2454,32,peru_libre,61
Segunda,ASIA,JAPON,SHIGA,ASIA,555,1067,19,peru_libre,30
Segunda,ASIA,JAPON,SHIZUOKA,ASIA,1217,3314,31,peru_libre,64
Segunda,ASIA,JAPON,TOKIO,ASIA,2938,10868,72,peru_libre,228
Segunda,ASIA,JORDANIA,AMMAN,ASIA,14,26,1,peru_libre,8
Segunda,ASIA,KUWAIT,AL - KUWAIT,ASIA,0,3,0,peru_libre,0
Segunda,ASIA,LIBANO,BEIRUT,ASIA,0,19,0,peru_libre,0
Segunda,ASIA,MALASIA,KUALA LUMPUR,ASIA,5,13,0,peru_libre,0
Segunda,ASIA,QATAR,DOHA,ASIA,20,44,1,peru_libre,1
Segunda,ASIA,REPUBLICA DE COREA DEL SUR,SEUL,ASIA,98,244,3,peru_libre,40
Segunda,ASIA,REPUBLICA POPULAR CHINA,BEIJING (PEKIN),ASIA,17,78,2,peru_libre,6
Segunda,ASIA,REPUBLICA POPULAR CHINA,GUANGZHOU,ASIA,16,163,1,peru_libre,0
Segunda,ASIA,REPUBLICA POPULAR CHINA,HONG KONG,ASIA,73,370,5,peru_libre,13
Segunda,ASIA,REPUBLICA POPULAR CHINA,SHANGHAI,ASIA,20,95,0,peru_libre,1
Segunda,ASIA,SINGAPUR,SINGAPUR,ASIA,36,74,3,peru_libre,2
Segunda,ASIA,TAILANDIA,BANGKOK,ASIA,20,54,5,peru_libre,3
Segunda,ASIA,TURQUIA,ANKARA,ASIA,6,21,0,peru_libre,1
Segunda,ASIA,TURQUIA,ESTAMBUL,ASIA,18,40,1,peru_libre,4
Segunda,ASIA,VIETNAM,HANOI,ASIA,3,16,0,peru_libre,0
Segunda,AYACUCHO,CANGALLO,CANGALLO,Sierra,3151,4643,172,peru_libre,2661
Segunda,AYACUCHO,CANGALLO,CHUSCHI,Sierra,4016,5689,206,peru_libre,3442
Segunda,AYACUCHO,CANGALLO,LOS MOROCHUCOS,Sierra,5201,6586,288,peru_libre,4365
Segunda,AYACUCHO,CANGALLO,MARIA PARADO DE BELLIDO,Sierra,1132,1677,57,peru_libre,910
Segunda,AYACUCHO,CANGALLO,PARAS,Sierra,2351,3980,139,peru_libre,1964
Segunda,AYACUCHO,CANGALLO,TOTOS,Sierra,1820,2930,83,peru_libre,1559
Segunda,AYACUCHO,HUAMANGA,ACOCRO,Sierra,5205,6731,192,peru_libre,4552
Segunda,AYACUCHO,HUAMANGA,ACOS VINCHOS,Sierra,3048,3921,155,peru_libre,2345
Segunda,AYACUCHO,HUAMANGA,ANDRÉS AVELINO CACERES DORREGARAY,Sierra,10729,13190,537,peru_libre,8142
Segunda,AYACUCHO,HUAMANGA,AYACUCHO,Sierra,59822,76700,3301,peru_libre,44244
Segunda,AYACUCHO,HUAMANGA,CARMEN ALTO,Sierra,15130,18695,683,peru_libre,12332
Segunda,AYACUCHO,HUAMANGA,CHIARA,Sierra,3873,4800,144,peru_libre,3406
Segunda,AYACUCHO,HUAMANGA,JESUS NAZARENO,Sierra,10938,13854,412,peru_libre,8532
Segunda,AYACUCHO,HUAMANGA,OCROS,Sierra,3145,4666,148,peru_libre,2579
Segunda,AYACUCHO,HUAMANGA,PACAYCASA,Sierra,1992,2433,101,peru_libre,1277
Segunda,AYACUCHO,HUAMANGA,QUINUA,Sierra,3704,4908,193,peru_libre,2777
Segunda,AYACUCHO,HUAMANGA,SAN JOSE DE TICLLAS,Sierra,1359,1859,71,peru_libre,936
Segunda,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,Sierra,28392,35343,1357,peru_libre,22801
Segunda,AYACUCHO,HUAMANGA,SANTIAGO DE PISCHA,Sierra,877,1286,68,peru_libre,614
Segunda,AYACUCHO,HUAMANGA,SOCOS,Sierra,4858,6165,246,peru_libre,4159
Segunda,AYACUCHO,HUAMANGA,TAMBILLO,Sierra,3798,4640,379,peru_libre,2689
Segunda,AYACUCHO,HUAMANGA,VINCHOS,Sierra,10116,13201,437,peru_libre,9110
Segunda,AYACUCHO,HUANCA SANCOS,CARAPO,Sierra,1180,1850,68,peru_libre,1026
Segunda,AYACUCHO,HUANCA SANCOS,SACSAMARCA,Sierra,860,1293,58,peru_libre,673
Segunda,AYACUCHO,HUANCA SANCOS,SANCOS,Sierra,1771,2444,89,peru_libre,1445
Segunda,AYACUCHO,HUANCA SANCOS,SANTIAGO DE LUCANAMARCA,Sierra,1243,1984,60,peru_libre,1075
Segunda,AYACUCHO,HUANTA,AYAHUANCO,Sierra,823,1681,60,peru_libre,664
Segunda,AYACUCHO,HUANTA,CANAYRE,Sierra,1423,1920,18,peru_libre,1309
Segunda,AYACUCHO,HUANTA,CHACA,Sierra,1032,1355,42,peru_libre,812
Segunda,AYACUCHO,HUANTA,HUAMANGUILLA,Sierra,2796,3755,126,peru_libre,2339
Segunda,AYACUCHO,HUANTA,HUANTA,Sierra,21419,31034,1099,peru_libre,16175
Segunda,AYACUCHO,HUANTA,IGUAIN,Sierra,2126,2953,119,peru_libre,1657
Segunda,AYACUCHO,HUANTA,LLOCHEGUA,Sierra,4130,6429,109,peru_libre,3664
Segunda,AYACUCHO,HUANTA,LURICOCHA,Sierra,3664,5463,192,peru_libre,2600
Segunda,AYACUCHO,HUANTA,PUCACOLPA,Sierra,942,1766,55,peru_libre,801
Segunda,AYACUCHO,HUANTA,SANTILLANA,Sierra,2277,3756,134,peru_libre,1909
Segunda,AYACUCHO,HUANTA,SIVIA,Sierra,5253,7406,188,peru_libre,4346
Segunda,AYACUCHO,HUANTA,UCHURACCAY,Sierra,1743,2491,87,peru_libre,1441
Segunda,AYACUCHO,LA MAR,ANCHIHUAY,Sierra,2195,2816,98,peru_libre,1722
Segunda,AYACUCHO,LA MAR,ANCO,Sierra,4199,7002,174,peru_libre,3645
Segunda,AYACUCHO,LA MAR,AYNA,Sierra,5227,7125,233,peru_libre,3767
Segunda,AYACUCHO,LA MAR,CHILCAS,Sierra,997,1525,79,peru_libre,760
Segunda,AYACUCHO,LA MAR,CHUNGUI,Sierra,1765,3354,89,peru_libre,1485
Segunda,AYACUCHO,LA MAR,LUIS CARRANZA,Sierra,729,1067,30,peru_libre,511
Segunda,AYACUCHO,LA MAR,ORONCCOY,Sierra,296,674,7,peru_libre,264
Segunda,AYACUCHO,LA MAR,SAMUGARI,Sierra,4577,6179,231,peru_libre,3794
Segunda,AYACUCHO,LA MAR,SAN MIGUEL,Sierra,6112,9623,389,peru_libre,4857
Segunda,AYACUCHO,LA MAR,SANTA ROSA,Sierra,6111,8354,207,peru_libre,5097
Segunda,AYACUCHO,LA MAR,TAMBO,Sierra,6229,9398,334,peru_libre,5253
Segunda,AYACUCHO,LUCANAS,AUCARA,Sierra,1001,1916,58,peru_libre,670
Segunda,AYACUCHO,LUCANAS,CABANA,Sierra,549,837,24,peru_libre,350
Segunda,AYACUCHO,LUCANAS,CARMEN SALCEDO,Sierra,606,929,17,peru_libre,488
Segunda,AYACUCHO,LUCANAS,CHAVIÑA,Sierra,1006,1599,77,peru_libre,766
Segunda,AYACUCHO,LUCANAS,CHIPAO,Sierra,1216,2026,84,peru_libre,921
Segunda,AYACUCHO,LUCANAS,HUAC-HUAS,Sierra,724,1204,21,peru_libre,450
Segunda,AYACUCHO,LUCANAS,LARAMATE,Sierra,772,1206,42,peru_libre,408
Segunda,AYACUCHO,LUCANAS,LEONCIO PRADO,Sierra,539,829,17,peru_libre,301
Segunda,AYACUCHO,LUCANAS,LLAUTA,Sierra,625,944,15,peru_libre,321
Segunda,AYACUCHO,LUCANAS,LUCANAS,Sierra,1499,2139,94,peru_libre,1085
Segunda,AYACUCHO,LUCANAS,OCAÑA,Sierra,1258,1974,71,peru_libre,742
Segunda,AYACUCHO,LUCANAS,OTOCA,Sierra,769,1270,39,peru_libre,371
Segunda,AYACUCHO,LUCANAS,PUQUIO,Sierra,6933,9804,315,peru_libre,5407
Segunda,AYACUCHO,LUCANAS,SAISA,Sierra,205,327,5,peru_libre,143
Segunda,AYACUCHO,LUCANAS,SAN CRISTOBAL,Sierra,955,1435,68,peru_libre,788
Segunda,AYACUCHO,LUCANAS,SAN JUAN,Sierra,344,530,14,peru_libre,229
Segunda,AYACUCHO,LUCANAS,SAN PEDRO,Sierra,1459,2368,62,peru_libre,1005
Segunda,AYACUCHO,LUCANAS,SAN PEDRO DE PALCO,Sierra,578,979,25,peru_libre,381
Segunda,AYACUCHO,LUCANAS,SANCOS,Sierra,1281,2184,74,peru_libre,740
Segunda,AYACUCHO,LUCANAS,SANTA ANA DE HUAYCAHUACHO,Sierra,296,441,14,peru_libre,153
Segunda,AYACUCHO,LUCANAS,SANTA LUCIA,Sierra,429,722,18,peru_libre,213
Segunda,AYACUCHO,PARINACOCHAS,CHUMPI,Sierra,1124,1767,72,peru_libre,868
Segunda,AYACUCHO,PARINACOCHAS,CORACORA,Sierra,5846,8164,267,peru_libre,4932
Segunda,AYACUCHO,PARINACOCHAS,CORONEL CASTAÑEDA,Sierra,373,736,24,peru_libre,295
Segunda,AYACUCHO,PARINACOCHAS,PACAPAUSA,Sierra,316,618,15,peru_libre,242
Segunda,AYACUCHO,PARINACOCHAS,PULLO,Sierra,1796,3170,67,peru_libre,1184
Segunda,AYACUCHO,PARINACOCHAS,PUYUSCA,Sierra,1134,1718,84,peru_libre,729
Segunda,AYACUCHO,PARINACOCHAS,SAN FRANCISCO DE RAVACAYCO,Sierra,358,735,20,peru_libre,243
Segunda,AYACUCHO,PARINACOCHAS,UPAHUACHO,Sierra,627,1100,48,peru_libre,492
Segunda,AYACUCHO,PAUCAR DEL SARA SARA,COLTA,Sierra,213,344,15,peru_libre,155
Segunda,AYACUCHO,PAUCAR DEL SARA SARA,CORCULLA,Sierra,215,319,10,peru_libre,140
Segunda,AYACUCHO,PAUCAR DEL SARA SARA,LAMPA,Sierra,1016,1425,56,peru_libre,713
Segunda,AYACUCHO,PAUCAR DEL SARA SARA,MARCABAMBA,Sierra,269,431,19,peru_libre,162
Segunda,AYACUCHO,PAUCAR DEL SARA SARA,OYOLO,Sierra,495,784,25,peru_libre,432
Segunda,AYACUCHO,PAUCAR DEL SARA SARA,PARARCA,Sierra,230,355,16,peru_libre,157
