VueltaE,DEPARTAMENTO,PROVINCIA,DISTRITO,GREGION,votos_emitidos,n_electores_habiles,votos_nulos_blancos,PARTIDO,NVOTOS
Primera,ANCASH,HUAYLAS,MATO,Costa,1150,1697,351,fuerza_popular,247
Primera,ANCASH,HUAYLAS,PAMPAROMAS,Costa,2951,6072,987,fuerza_popular,683
Primera,ANCASH,HUAYLAS,PUEBLO LIBRE,Costa,4745,6139,1802,fuerza_popular,819
Primera,ANCASH,HUAYLAS,SANTA CRUZ,Costa,2771,4073,939,fuerza_popular,609
Primera,ANCASH,HUAYLAS,SANTO TORIBIO,Costa,526,929,154,fuerza_popular,95
Primera,ANCASH,HUAYLAS,YURACMARCA,Costa,1101,1700,282,fuerza_popular,125
Primera,ANCASH,MARISCAL LUZURIAGA,CASCA,Costa,2135,2995,656,fuerza_popular,92
Primera,ANCASH,MARISCAL LUZURIAGA,ELEAZAR GUZMAN BARRON,Costa,642,932,277,fuerza_popular,19
Primera,ANCASH,MARISCAL LUZURIAGA,FIDEL OLIVAS ESCUDERO,Costa,953,1621,336,fuerza_popular,28
Primera,ANCASH,MARISCAL LUZURIAGA,LLAMA,Costa,574,931,159,fuerza_popular,25
Primera,ANCASH,MARISCAL LUZURIAGA,LLUMPA,Costa,3090,4416,1141,fuerza_popular,80
Primera,ANCASH,MARISCAL LUZURIAGA,LUCMA,Costa,1649,2255,512,fuerza_popular,66
Primera,ANCASH,MARISCAL LUZURIAGA,MUSGA,Costa,554,759,104,fuerza_popular,9
Primera,ANCASH,MARISCAL LUZURIAGA,PISCOBAMBA,Costa,1530,2191,407,fuerza_popular,26
Primera,ANCASH,OCROS,ACAS,Costa,122,322,23,fuerza_popular,24
Primera,ANCASH,OCROS,CAJAMARQUILLA,Costa,83,146,12,fuerza_popular,34
Primera,ANCASH,OCROS,CARHUAPAMPA,Costa,242,406,53,fuerza_popular,59
Primera,ANCASH,OCROS,COCHAS,Costa,662,1092,123,fuerza_popular,216
Primera,ANCASH,OCROS,CONGAS,Costa,443,834,108,fuerza_popular,123
Primera,ANCASH,OCROS,LLIPA,Costa,117,208,35,fuerza_popular,24
Primera,ANCASH,OCROS,OCROS,Costa,530,940,152,fuerza_popular,94
Primera,ANCASH,OCROS,SAN CRISTOBAL DE RAJAN,Costa,196,475,57,fuerza_popular,28
Primera,ANCASH,OCROS,SAN PEDRO,Costa,353,736,52,fuerza_popular,69
Primera,ANCASH,OCROS,SANTIAGO DE CHILCAS,Costa,193,309,55,fuerza_popular,85
Primera,ANCASH,PALLASCA,BOLOGNESI,Costa,449,817,141,fuerza_popular,21
Primera,ANCASH,PALLASCA,CABANA,Costa,1183,1967,362,fuerza_popular,90
Primera,ANCASH,PALLASCA,CONCHUCOS,Costa,2695,5316,907,fuerza_popular,180
Primera,ANCASH,PALLASCA,HUACASCHUQUE,Costa,273,425,64,fuerza_popular,13
Primera,ANCASH,PALLASCA,HUANDOVAL,Costa,429,725,130,fuerza_popular,13
Primera,ANCASH,PALLASCA,LACABAMBA,Costa,228,461,59,fuerza_popular,14
Primera,ANCASH,PALLASCA,LLAPO,Costa,324,444,64,fuerza_popular,34
Primera,ANCASH,PALLASCA,PALLASCA,Costa,1206,1909,337,fuerza_popular,105
Primera,ANCASH,PALLASCA,PAMPAS,Costa,1616,2974,445,fuerza_popular,66
Primera,ANCASH,PALLASCA,SANTA ROSA,Costa,495,748,96,fuerza_popular,79
Primera,ANCASH,PALLASCA,TAUCA,Costa,1216,1983,360,fuerza_popular,115
Primera,ANCASH,POMABAMBA,HUAYLLAN,Costa,1991,2660,536,fuerza_popular,58
Primera,ANCASH,POMABAMBA,PAROBAMBA,Costa,2941,4671,1155,fuerza_popular,239
Primera,ANCASH,POMABAMBA,POMABAMBA,Costa,7140,9905,2313,fuerza_popular,239
Primera,ANCASH,POMABAMBA,QUINUABAMBA,Costa,1146,1657,482,fuerza_popular,88
Primera,ANCASH,RECUAY,CATAC,Costa,2534,3511,386,fuerza_popular,143
Primera,ANCASH,RECUAY,COTAPARACO,Costa,281,502,53,fuerza_popular,63
Primera,ANCASH,RECUAY,HUAYLLAPAMPA,Costa,344,728,90,fuerza_popular,41
Primera,ANCASH,RECUAY,LLACLLIN,Costa,592,875,139,fuerza_popular,37
Primera,ANCASH,RECUAY,MARCA,Costa,532,960,130,fuerza_popular,51
Primera,ANCASH,RECUAY,PAMPAS CHICO,Costa,507,860,106,fuerza_popular,78
Primera,ANCASH,RECUAY,PARARIN,Costa,607,1226,148,fuerza_popular,82
Primera,ANCASH,RECUAY,RECUAY,Costa,3142,4619,614,fuerza_popular,273
Primera,ANCASH,RECUAY,TAPACOCHA,Costa,244,487,72,fuerza_popular,26
Primera,ANCASH,RECUAY,TICAPAMPA,Costa,1497,2271,259,fuerza_popular,110
Primera,ANCASH,SANTA,CACERES DEL PERU,Costa,2221,4188,660,fuerza_popular,274
Primera,ANCASH,SANTA,CHIMBOTE,Costa,127798,181265,24907,fuerza_popular,13958
Primera,ANCASH,SANTA,COISHCO,Costa,9354,12862,1921,fuerza_popular,1149
Primera,ANCASH,SANTA,MACATE,Costa,1806,3005,537,fuerza_popular,366
Primera,ANCASH,SANTA,MORO,Costa,4622,6800,1093,fuerza_popular,1201
Primera,ANCASH,SANTA,NEPEÑA,Costa,7760,11110,1460,fuerza_popular,628
Primera,ANCASH,SANTA,NUEVO CHIMBOTE,Costa,79885,109650,13421,fuerza_popular,7381
Primera,ANCASH,SANTA,SAMANCO,Costa,2750,3733,532,fuerza_popular,495
Primera,ANCASH,SANTA,SANTA,Costa,17777,24114,4376,fuerza_popular,2567
Primera,ANCASH,SIHUAS,ACOBAMBA,Costa,738,1229,251,fuerza_popular,20
Primera,ANCASH,SIHUAS,ALFONSO UGARTE,Costa,217,452,69,fuerza_popular,7
Primera,ANCASH,SIHUAS,CASHAPAMPA,Costa,1191,1925,354,fuerza_popular,150
Primera,ANCASH,SIHUAS,CHINGALPO,Costa,447,779,112,fuerza_popular,37
Primera,ANCASH,SIHUAS,HUAYLLABAMBA,Costa,1651,2772,548,fuerza_popular,76
Primera,ANCASH,SIHUAS,QUICHES,Costa,1013,1850,286,fuerza_popular,68
Primera,ANCASH,SIHUAS,RAGASH,Costa,1253,2326,386,fuerza_popular,97
Primera,ANCASH,SIHUAS,SAN JUAN,Costa,3525,5324,1206,fuerza_popular,130
Primera,ANCASH,SIHUAS,SICSIBAMBA,Costa,839,1275,223,fuerza_popular,73
Primera,ANCASH,SIHUAS,SIHUAS,Costa,2220,3736,550,fuerza_popular,160
Primera,ANCASH,YUNGAY,CASCAPARA,Costa,1191,1601,439,fuerza_popular,241
Primera,ANCASH,YUNGAY,MANCOS,Costa,4225,5810,1116,fuerza_popular,450
Primera,ANCASH,YUNGAY,MATACOTO,Costa,1103,1389,312,fuerza_popular,168
Primera,ANCASH,YUNGAY,QUILLO,Costa,6896,9548,2877,fuerza_popular,535
Primera,ANCASH,YUNGAY,RANRAHIRCA,Costa,1906,2545,458,fuerza_popular,224
Primera,ANCASH,YUNGAY,SHUPLUY,Costa,1235,1828,395,fuerza_popular,161
Primera,ANCASH,YUNGAY,YANAMA,Costa,3087,4839,1051,fuerza_popular,172
Primera,ANCASH,YUNGAY,YUNGAY,Costa,12055,16290,3472,fuerza_popular,1272
Primera,APURIMAC,ABANCAY,ABANCAY,Sierra,35556,47150,5241,fuerza_popular,1793
Primera,APURIMAC,ABANCAY,CHACOCHE,Sierra,742,1101,172,fuerza_popular,49
Primera,APURIMAC,ABANCAY,CIRCA,Sierra,1735,2638,395,fuerza_popular,80
Primera,APURIMAC,ABANCAY,CURAHUASI,Sierra,8928,12112,2531,fuerza_popular,1039
Primera,APURIMAC,ABANCAY,HUANIPACA,Sierra,1868,3310,529,fuerza_popular,125
Primera,APURIMAC,ABANCAY,LAMBRAMA,Sierra,2033,3436,522,fuerza_popular,103
Primera,APURIMAC,ABANCAY,PICHIRHUA,Sierra,2419,3494,589,fuerza_popular,258
Primera,APURIMAC,ABANCAY,SAN PEDRO DE CACHORA,Sierra,1655,2385,469,fuerza_popular,165
Primera,APURIMAC,ABANCAY,TAMBURCO,Sierra,5444,6913,914,fuerza_popular,393
Primera,APURIMAC,ANDAHUAYLAS,ANDAHUAYLAS,Sierra,20976,28724,3919,fuerza_popular,896
Primera,APURIMAC,ANDAHUAYLAS,ANDARAPA,Sierra,2932,5422,864,fuerza_popular,107
Primera,APURIMAC,ANDAHUAYLAS,CHIARA,Sierra,637,1026,161,fuerza_popular,30
Primera,APURIMAC,ANDAHUAYLAS,HUANCARAMA,Sierra,3159,4429,960,fuerza_popular,176
Primera,APURIMAC,ANDAHUAYLAS,HUANCARAY,Sierra,2018,3195,534,fuerza_popular,108
Primera,APURIMAC,ANDAHUAYLAS,HUAYANA,Sierra,413,679,99,fuerza_popular,32
Primera,APURIMAC,ANDAHUAYLAS,JOSÉ MARÍA ARGUEDAS,Sierra,2466,3017,762,fuerza_popular,51
Primera,APURIMAC,ANDAHUAYLAS,KAQUIABAMBA,Sierra,1217,1896,340,fuerza_popular,36
Primera,APURIMAC,ANDAHUAYLAS,KISHUARA,Sierra,3779,5624,976,fuerza_popular,156
Primera,APURIMAC,ANDAHUAYLAS,PACOBAMBA,Sierra,2344,3880,577,fuerza_popular,104
Primera,APURIMAC,ANDAHUAYLAS,PACUCHA,Sierra,4760,7618,1045,fuerza_popular,174
Primera,APURIMAC,ANDAHUAYLAS,PAMPACHIRI,Sierra,1145,1811,400,fuerza_popular,67
Primera,APURIMAC,ANDAHUAYLAS,POMACOCHA,Sierra,479,683,115,fuerza_popular,41
Primera,APURIMAC,ANDAHUAYLAS,SAN ANTONIO DE CACHI,Sierra,1396,2379,455,fuerza_popular,95
Primera,APURIMAC,ANDAHUAYLAS,SAN JERONIMO,Sierra,11356,15172,2386,fuerza_popular,420
Primera,APURIMAC,ANDAHUAYLAS,SAN MIGUEL DE CHACCRAMPA,Sierra,952,1539,310,fuerza_popular,26
Primera,APURIMAC,ANDAHUAYLAS,SANTA MARIA DE CHICMO,Sierra,4785,6886,1264,fuerza_popular,462
Primera,APURIMAC,ANDAHUAYLAS,TALAVERA,Sierra,10082,14483,1996,fuerza_popular,562
Primera,APURIMAC,ANDAHUAYLAS,TUMAY HUARACA,Sierra,863,1555,256,fuerza_popular,39
Primera,APURIMAC,ANDAHUAYLAS,TURPO,Sierra,2048,3274,502,fuerza_popular,62
Primera,APURIMAC,ANTABAMBA,ANTABAMBA,Sierra,1386,2279,411,fuerza_popular,30
Primera,APURIMAC,ANTABAMBA,EL ORO,Sierra,305,444,69,fuerza_popular,13
Primera,APURIMAC,ANTABAMBA,HUAQUIRCA,Sierra,927,1328,289,fuerza_popular,41
Primera,APURIMAC,ANTABAMBA,JUAN ESPINOZA MEDRANO,Sierra,941,1537,230,fuerza_popular,56
Primera,APURIMAC,ANTABAMBA,OROPESA,Sierra,1091,1600,303,fuerza_popular,39
Primera,APURIMAC,ANTABAMBA,PACHACONAS,Sierra,650,949,175,fuerza_popular,33
Primera,APURIMAC,ANTABAMBA,SABAINO,Sierra,693,1138,225,fuerza_popular,22
Primera,APURIMAC,AYMARAES,CAPAYA,Sierra,355,514,63,fuerza_popular,37
Primera,APURIMAC,AYMARAES,CARAYBAMBA,Sierra,733,993,148,fuerza_popular,16
Primera,APURIMAC,AYMARAES,CHALHUANCA,Sierra,2021,2741,424,fuerza_popular,120
Primera,APURIMAC,AYMARAES,CHAPIMARCA,Sierra,1097,1784,312,fuerza_popular,58
Primera,APURIMAC,AYMARAES,COLCABAMBA,Sierra,454,639,119,fuerza_popular,41
Primera,APURIMAC,AYMARAES,COTARUSE,Sierra,1717,2652,450,fuerza_popular,84
Primera,APURIMAC,AYMARAES,IHUAYLLO,Sierra,349,515,62,fuerza_popular,23
Primera,APURIMAC,AYMARAES,JUSTO APU SAHUARAURA,Sierra,407,626,103,fuerza_popular,26
Primera,APURIMAC,AYMARAES,LUCRE,Sierra,1035,1489,310,fuerza_popular,78
Primera,APURIMAC,AYMARAES,POCOHUANCA,Sierra,683,1044,178,fuerza_popular,20
Primera,APURIMAC,AYMARAES,SAN JUAN DE CHACÑA,Sierra,446,635,123,fuerza_popular,28
Primera,APURIMAC,AYMARAES,SAÑAYCA,Sierra,598,936,164,fuerza_popular,30
Primera,APURIMAC,AYMARAES,SORAYA,Sierra,414,584,89,fuerza_popular,41
Primera,APURIMAC,AYMARAES,TAPAIRIHUA,Sierra,1220,1845,310,fuerza_popular,70
Primera,APURIMAC,AYMARAES,TINTAY,Sierra,1567,2285,456,fuerza_popular,136
Primera,APURIMAC,AYMARAES,TORAYA,Sierra,738,1189,211,fuerza_popular,53
Primera,APURIMAC,AYMARAES,YANACA,Sierra,608,861,157,fuerza_popular,24
Primera,APURIMAC,CHINCHEROS,ANCO-HUALLO,Sierra,5746,8192,1009,fuerza_popular,236
Primera,APURIMAC,CHINCHEROS,CHINCHEROS,Sierra,2721,4000,643,fuerza_popular,80
Primera,APURIMAC,CHINCHEROS,COCHARCAS,Sierra,1041,1441,235,fuerza_popular,61
Primera,APURIMAC,CHINCHEROS,EL PORVENIR,Sierra,862,1084,267,fuerza_popular,57
Primera,APURIMAC,CHINCHEROS,HUACCANA,Sierra,3399,5281,737,fuerza_popular,144
Primera,APURIMAC,CHINCHEROS,LOS CHANKAS,Sierra,589,839,150,fuerza_popular,14
Primera,APURIMAC,CHINCHEROS,OCOBAMBA,Sierra,3353,5187,827,fuerza_popular,320
Primera,APURIMAC,CHINCHEROS,ONGOY,Sierra,1260,2426,341,fuerza_popular,75
Primera,APURIMAC,CHINCHEROS,RANRACANCHA,Sierra,2027,2914,560,fuerza_popular,54
Primera,APURIMAC,CHINCHEROS,ROCCHACC,Sierra,1376,1830,319,fuerza_popular,29
Primera,APURIMAC,CHINCHEROS,URANMARCA,Sierra,1436,2048,421,fuerza_popular,98
Primera,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,Sierra,5918,7890,2129,fuerza_popular,120
Primera,APURIMAC,COTABAMBAS,COTABAMBAS,Sierra,2145,3378,888,fuerza_popular,51
Primera,APURIMAC,COTABAMBAS,COYLLURQUI,Sierra,3596,5309,1312,fuerza_popular,118
Primera,APURIMAC,COTABAMBAS,HAQUIRA,Sierra,4601,7045,1541,fuerza_popular,74
Primera,APURIMAC,COTABAMBAS,MARA,Sierra,2860,4036,962,fuerza_popular,103
Primera,APURIMAC,COTABAMBAS,TAMBOBAMBA,Sierra,5665,8412,2388,fuerza_popular,115
Primera,APURIMAC,GRAU,CHUQUIBAMBILLA,Sierra,2557,3771,657,fuerza_popular,35
Primera,APURIMAC,GRAU,CURASCO,Sierra,702,1039,249,fuerza_popular,9
Primera,APURIMAC,GRAU,CURPAHUASI,Sierra,1237,1794,367,fuerza_popular,36
Primera,APURIMAC,GRAU,HUAYLLATI,Sierra,811,1230,316,fuerza_popular,27
Primera,APURIMAC,GRAU,MAMARA,Sierra,457,700,128,fuerza_popular,27
Primera,APURIMAC,GRAU,MARISCAL GAMARRA,Sierra,1566,2852,671,fuerza_popular,88
Primera,APURIMAC,GRAU,MICAELA BASTIDAS,Sierra,515,776,117,fuerza_popular,5
Primera,APURIMAC,GRAU,PATAYPAMPA,Sierra,491,772,142,fuerza_popular,8
Primera,APURIMAC,GRAU,PROGRESO,Sierra,1677,2437,577,fuerza_popular,61
Primera,APURIMAC,GRAU,SAN ANTONIO,Sierra,171,274,43,fuerza_popular,5
Primera,APURIMAC,GRAU,SANTA ROSA,Sierra,391,566,97,fuerza_popular,8
Primera,APURIMAC,GRAU,TURPAY,Sierra,365,547,90,fuerza_popular,12
Primera,APURIMAC,GRAU,VILCABAMBA,Sierra,613,798,99,fuerza_popular,22
Primera,APURIMAC,GRAU,VIRUNDO,Sierra,490,694,128,fuerza_popular,19
Primera,AREQUIPA,AREQUIPA,ALTO SELVA ALEGRE,Costa,56899,69823,5426,fuerza_popular,2372
Primera,AREQUIPA,AREQUIPA,AREQUIPA,Costa,51411,70357,4541,fuerza_popular,1954
Primera,AREQUIPA,AREQUIPA,CAYMA,Costa,61862,77831,5848,fuerza_popular,2321
Primera,AREQUIPA,AREQUIPA,CERRO COLORADO,Costa,112730,138909,11890,fuerza_popular,3943
Primera,AREQUIPA,AREQUIPA,CHARACATO,Costa,7286,8836,944,fuerza_popular,364
Primera,AREQUIPA,AREQUIPA,CHIGUATA,Costa,2844,3369,425,fuerza_popular,106
Primera,AREQUIPA,AREQUIPA,JACOBO HUNTER,Costa,34806,42036,3589,fuerza_popular,1248
Primera,AREQUIPA,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO,Costa,54046,68302,4580,fuerza_popular,1908
Primera,AREQUIPA,AREQUIPA,LA JOYA,Costa,19304,23154,3728,fuerza_popular,510
Primera,AREQUIPA,AREQUIPA,MARIANO MELGAR,Costa,41790,51551,4583,fuerza_popular,1775
Primera,AREQUIPA,AREQUIPA,MIRAFLORES,Costa,41099,51515,4234,fuerza_popular,1828
Primera,AREQUIPA,AREQUIPA,MOLLEBAYA,Costa,2144,2569,269,fuerza_popular,99
Primera,AREQUIPA,AREQUIPA,PAUCARPATA,Costa,93650,114161,10122,fuerza_popular,4166
Primera,AREQUIPA,AREQUIPA,POCSI,Costa,735,909,128,fuerza_popular,35
Primera,AREQUIPA,AREQUIPA,POLOBAYA,Costa,935,1115,167,fuerza_popular,47
Primera,AREQUIPA,AREQUIPA,QUEQUEÑA,Costa,1294,1549,187,fuerza_popular,67
Primera,AREQUIPA,AREQUIPA,SABANDIA,Costa,3424,4159,455,fuerza_popular,169
Primera,AREQUIPA,AREQUIPA,SACHACA,Costa,19334,24211,1799,fuerza_popular,617
Primera,AREQUIPA,AREQUIPA,SAN JUAN DE SIGUAS,Costa,661,905,108,fuerza_popular,30
Primera,AREQUIPA,AREQUIPA,SAN JUAN DE TARUCANI,Costa,1008,1289,200,fuerza_popular,20
Primera,AREQUIPA,AREQUIPA,SANTA ISABEL DE SIGUAS,Costa,495,650,85,fuerza_popular,31
Primera,AREQUIPA,AREQUIPA,SANTA RITA DE SIHUAS,Costa,4335,5125,673,fuerza_popular,88
Primera,AREQUIPA,AREQUIPA,SOCABAYA,Costa,44829,54553,4741,fuerza_popular,1835
Primera,AREQUIPA,AREQUIPA,TIABAYA,Costa,12556,15463,1363,fuerza_popular,403
Primera,AREQUIPA,AREQUIPA,UCHUMAYO,Costa,11163,13920,1351,fuerza_popular,379
Primera,AREQUIPA,AREQUIPA,VITOR,Costa,2081,2544,301,fuerza_popular,96
Primera,AREQUIPA,AREQUIPA,YANAHUARA,Costa,21752,29154,1388,fuerza_popular,677
Primera,AREQUIPA,AREQUIPA,YARABAMBA,Costa,1919,2349,235,fuerza_popular,105
Primera,AREQUIPA,AREQUIPA,YURA,Costa,17661,21302,2315,fuerza_popular,625
Primera,AREQUIPA,CAMANA,CAMANA,Costa,9714,13395,1375,fuerza_popular,965
Primera,AREQUIPA,CAMANA,JOSE MARIA QUIMPER,Costa,2888,3778,472,fuerza_popular,314
Primera,AREQUIPA,CAMANA,MARIANO NICOLAS VALCARCEL,Costa,2214,3190,442,fuerza_popular,159
Primera,AREQUIPA,CAMANA,MARISCAL CACERES,Costa,4333,5703,696,fuerza_popular,378
Primera,AREQUIPA,CAMANA,NICOLAS DE PIEROLA,Costa,4481,5886,878,fuerza_popular,392
Primera,AREQUIPA,CAMANA,OCOÑA,Costa,2472,3463,503,fuerza_popular,362
Primera,AREQUIPA,CAMANA,QUILCA,Costa,654,864,97,fuerza_popular,71
Primera,AREQUIPA,CAMANA,SAMUEL PASTOR,Costa,9310,12286,1443,fuerza_popular,805
Primera,AREQUIPA,CARAVELI,ACARI,Costa,2084,3325,374,fuerza_popular,493
Primera,AREQUIPA,CARAVELI,ATICO,Costa,2505,3538,422,fuerza_popular,473
Primera,AREQUIPA,CARAVELI,ATIQUIPA,Costa,289,482,45,fuerza_popular,86
Primera,AREQUIPA,CARAVELI,BELLA UNION,Costa,1379,1910,237,fuerza_popular,290
Primera,AREQUIPA,CARAVELI,CAHUACHO,Costa,371,604,85,fuerza_popular,120
Primera,AREQUIPA,CARAVELI,CARAVELI,Costa,1944,2741,348,fuerza_popular,424
Primera,AREQUIPA,CARAVELI,CHALA,Costa,3581,5368,566,fuerza_popular,801
Primera,AREQUIPA,CARAVELI,CHAPARRA,Costa,1255,1891,220,fuerza_popular,224
Primera,AREQUIPA,CARAVELI,HUANUHUANU,Costa,949,1354,172,fuerza_popular,84
Primera,AREQUIPA,CARAVELI,JAQUI,Costa,733,1213,138,fuerza_popular,241
Primera,AREQUIPA,CARAVELI,LOMAS,Costa,639,1004,98,fuerza_popular,204
Primera,AREQUIPA,CARAVELI,QUICACHA,Costa,916,1368,205,fuerza_popular,218
Primera,AREQUIPA,CARAVELI,YAUCA,Costa,1007,1415,159,fuerza_popular,436
Primera,AREQUIPA,CASTILLA,ANDAGUA,Costa,561,818,139,fuerza_popular,17
Primera,AREQUIPA,CASTILLA,APLAO,Costa,5548,7375,927,fuerza_popular,427
Primera,AREQUIPA,CASTILLA,AYO,Costa,186,317,55,fuerza_popular,18
Primera,AREQUIPA,CASTILLA,CHACHAS,Costa,670,1493,188,fuerza_popular,15
Primera,AREQUIPA,CASTILLA,CHILCAYMARCA,Costa,525,855,120,fuerza_popular,9
Primera,AREQUIPA,CASTILLA,CHOCO,Costa,435,840,79,fuerza_popular,20
Primera,AREQUIPA,CASTILLA,HUANCARQUI,Costa,1110,1484,186,fuerza_popular,71
Primera,AREQUIPA,CASTILLA,MACHAGUAY,Costa,362,539,100,fuerza_popular,9
Primera,AREQUIPA,CASTILLA,ORCOPAMPA,Costa,2070,3431,486,fuerza_popular,37
Primera,AREQUIPA,CASTILLA,PAMPACOLCA,Costa,1142,1809,247,fuerza_popular,55
Primera,AREQUIPA,CASTILLA,TIPAN,Costa,271,373,59,fuerza_popular,10
Primera,AREQUIPA,CASTILLA,UÑON,Costa,112,175,24,fuerza_popular,1
Primera,AREQUIPA,CASTILLA,URACA,Costa,4073,5397,731,fuerza_popular,306
Primera,AREQUIPA,CASTILLA,VIRACO,Costa,676,1053,210,fuerza_popular,58
Primera,AREQUIPA,CAYLLOMA,ACHOMA,Costa,758,1005,158,fuerza_popular,18
Primera,AREQUIPA,CAYLLOMA,CABANACONDE,Costa,1229,1895,245,fuerza_popular,97
Primera,AREQUIPA,CAYLLOMA,CALLALLI,Costa,1137,1600,169,fuerza_popular,20
Primera,AREQUIPA,CAYLLOMA,CAYLLOMA,Costa,1870,2957,390,fuerza_popular,43
Primera,AREQUIPA,CAYLLOMA,CHIVAY,Costa,3604,4655,512,fuerza_popular,97
Primera,AREQUIPA,CAYLLOMA,COPORAQUE,Costa,724,909,124,fuerza_popular,21
Primera,AREQUIPA,CAYLLOMA,HUAMBO,Costa,462,693,88,fuerza_popular,17
Primera,AREQUIPA,CAYLLOMA,HUANCA,Costa,896,1254,231,fuerza_popular,31
Primera,AREQUIPA,CAYLLOMA,ICHUPAMPA,Costa,531,689,76,fuerza_popular,8
Primera,AREQUIPA,CAYLLOMA,LARI,Costa,741,973,149,fuerza_popular,25
Primera,AREQUIPA,CAYLLOMA,LLUTA,Costa,615,1105,162,fuerza_popular,20
Primera,AREQUIPA,CAYLLOMA,MACA,Costa,582,806,85,fuerza_popular,28
Primera,AREQUIPA,CAYLLOMA,MADRIGAL,Costa,495,688,98,fuerza_popular,9
Primera,AREQUIPA,CAYLLOMA,MAJES,Costa,38783,49095,5917,fuerza_popular,1164
Primera,AREQUIPA,CAYLLOMA,SAN ANTONIO DE CHUCA,Costa,708,878,156,fuerza_popular,24
Primera,AREQUIPA,CAYLLOMA,SIBAYO,Costa,525,724,91,fuerza_popular,18
Primera,AREQUIPA,CAYLLOMA,TAPAY,Costa,344,692,73,fuerza_popular,22
Primera,AREQUIPA,CAYLLOMA,TISCO,Costa,867,1335,187,fuerza_popular,17
Primera,AREQUIPA,CAYLLOMA,TUTI,Costa,568,729,113,fuerza_popular,10
Primera,AREQUIPA,CAYLLOMA,YANQUE,Costa,1528,1959,262,fuerza_popular,39
Primera,AREQUIPA,CONDESUYOS,ANDARAY,Costa,344,541,63,fuerza_popular,11
Primera,AREQUIPA,CONDESUYOS,CAYARANI,Costa,1001,1956,383,fuerza_popular,9
Primera,AREQUIPA,CONDESUYOS,CHICHAS,Costa,279,562,88,fuerza_popular,24
Primera,AREQUIPA,CONDESUYOS,CHUQUIBAMBA,Costa,1786,2630,389,fuerza_popular,133
Primera,AREQUIPA,CONDESUYOS,IRAY,Costa,387,614,74,fuerza_popular,29
Primera,AREQUIPA,CONDESUYOS,RIO GRANDE,Costa,1349,1982,245,fuerza_popular,113
Primera,AREQUIPA,CONDESUYOS,SALAMANCA,Costa,400,704,132,fuerza_popular,22
Primera,AREQUIPA,CONDESUYOS,YANAQUIHUA,Costa,1886,2952,414,fuerza_popular,108
Primera,AREQUIPA,ISLAY,COCACHACRA,Costa,6196,7730,950,fuerza_popular,207
Primera,AREQUIPA,ISLAY,DEAN VALDIVIA,Costa,4537,5574,534,fuerza_popular,111
Primera,AREQUIPA,ISLAY,ISLAY,Costa,3031,3822,507,fuerza_popular,234
Primera,AREQUIPA,ISLAY,MEJIA,Costa,1002,1267,292,fuerza_popular,27
Primera,AREQUIPA,ISLAY,MOLLENDO,Costa,16334,21296,2221,fuerza_popular,650
Primera,AREQUIPA,ISLAY,PUNTA DE BOMBON,Costa,4512,5740,591,fuerza_popular,105
Primera,AREQUIPA,LA UNION,ALCA,Costa,1027,1526,370,fuerza_popular,46
Primera,AREQUIPA,LA UNION,CHARCANA,Costa,301,473,86,fuerza_popular,7
Primera,AREQUIPA,LA UNION,COTAHUASI,Costa,1207,1936,278,fuerza_popular,44
Primera,AREQUIPA,LA UNION,HUAYNACOTAS,Costa,1043,1663,350,fuerza_popular,49
Primera,AREQUIPA,LA UNION,PAMPAMARCA,Costa,755,1222,256,fuerza_popular,26
Primera,AREQUIPA,LA UNION,PUYCA,Costa,1207,2031,536,fuerza_popular,34
Primera,AREQUIPA,LA UNION,QUECHUALLA,Costa,211,362,36,fuerza_popular,7
Primera,AREQUIPA,LA UNION,SAYLA,Costa,199,342,49,fuerza_popular,26
Primera,AREQUIPA,LA UNION,TAURIA,Costa,163,257,45,fuerza_popular,21
Primera,AREQUIPA,LA UNION,TOMEPAMPA,Costa,347,582,78,fuerza_popular,27
Primera,AREQUIPA,LA UNION,TORO,Costa,260,516,78,fuerza_popular,7
Primera,ASIA,ARABIA SAUDITA,RIAD,ASIA,0,18,0,fuerza_popular,0
Primera,ASIA,EMIRATOS ARABES UNIDOS,DUBAI,ASIA,28,115,2,fuerza_popular,1
Primera,ASIA,FILIPINAS,MANILA,ASIA,8,37,1,fuerza_popular,0
Primera,ASIA,INDIA,NUEVA DELHI,ASIA,4,58,0,fuerza_popular,0
Primera,ASIA,INDONESIA,JAKARTA,ASIA,5,16,0,fuerza_popular,0
Primera,ASIA,IRAN,TEHERAN,ASIA,34,70,8,fuerza_popular,4
Primera,ASIA,ISRAEL,TEL AVIV,ASIA,162,1260,30,fuerza_popular,16
Primera,ASIA,JAPON,FUKUOKA,ASIA,66,208,20,fuerza_popular,15
Primera,ASIA,JAPON,GUNMA,ASIA,1273,5244,210,fuerza_popular,424
Primera,ASIA,JAPON,HIROSHIMA,ASIA,151,825,34,fuerza_popular,35
Primera,ASIA,JAPON,KOBE,ASIA,400,1737,63,fuerza_popular,128
Primera,ASIA,JAPON,MIE,ASIA,901,2027,438,fuerza_popular,169
Primera,ASIA,JAPON,NAGOYA,ASIA,1041,5978,167,fuerza_popular,349
Primera,ASIA,JAPON,OKINAWA,ASIA,61,354,22,fuerza_popular,19
